Stamford,41.1036,-73.5583,130824
Elizabeth,40.6657,-74.1912,130215
Kent,47.3887,-122.2128,128458
Greenville,35.5957,-77.3764,128385
Simi Valley,34.2663,-118.749,127864
Burlington,36.0762,-79.4687,127374
Santa Clara,37.3646,-121.9679,127134
Johnson City,36.3406,-82.3804,126589
Boulder,40.0249,-105.2523,126054
Bellingham,48.7543,-122.4687,126015
Fort Smith,35.3494,-94.3695,125562
Lynchburg,37.4003,-79.1908,125004
Kenosha,42.5863,-87.8759,124888
South Lyon,42.4614,-83.6526,123850
Round Rock,30.5252,-97.6659,123678
Berkeley,37.8723,-122.276,122324
Billings,45.7889,-108.5503,120800
Redding,40.5698,-122.365,120270
Yuba City,39.1357,-121.6381,120186
Duluth,46.7757,-92.1392,120101
Pearland,29.5585,-95.3215,119940
Leominster,42.5209,-71.7717,119400
Saginaw,43.4199,-83.9501,119336
Iowa City,41.6559,-91.5304,119091
Arvada,39.8321,-105.151,118807
Seaside,36.6224,-121.8191,118110
Kingsport,36.522,-82.5453,118001
Independence,39.0871,-94.3503,117306
Richardson,32.9717,-96.7092,116783
Rochester,44.0151,-92.4778,116713
Gilroy,37.0047,-121.5843,116235
El Monte,34.074,-118.0291,116109
Rock Hill,34.9413,-81.025,115963
Clearwater,27.9786,-82.7622,115513
Monroe,32.5184,-92.0774,115462
Dover,39.1603,-75.5203,115352
Carlsbad,33.1246,-117.2837,115330
Norman,35.2335,-97.3471,115065
Abilene,32.4543,-99.7384,114964
Bloomington,39.1637,-86.5256,114959
Texas City,29.4128,-94.9658,114546
Temecula,33.4928,-117.1314,114327
Utica,43.0961,-75.226,114318
Saint Cloud,45.5339,-94.1719,114225
Saint George,37.0769,-113.577,113906
West Jordan,40.6024,-112.0008,113905
Costa Mesa,33.6667,-117.9135,113825
Miami Gardens,25.9433,-80.2425,113750
Cambridge,42.3758,-71.1184,113630
Downey,33.9379,-118.1312,113092
Coeur d'Alene,47.7039,-116.7933,112935
Westminster,39.8837,-105.0627,112812
Elgin,42.0385,-88.3229,112456
El Centro,32.7873,-115.5579,112145
Waterloo,42.492,-92.3522,112060
Lowell,42.6389,-71.3217,111346
Gresham,45.5023,-122.4414,111053
North Charleston,32.9086,-80.0705,110861
Inglewood,33.9566,-118.3444,110598
Pompano Beach,26.2428,-80.1312,110473
Centennial,39.5926,-104.8674,110250
West Palm Beach,26.7467,-80.1314,110222
Everett,47.9524,-122.167,110079
Santa Fe,35.6619,-105.9819,110078
Richmond,37.9477,-122.339,110040
Clovis,36.8278,-119.6841,109691
Pottstown,40.2508,-75.6445,109437
Jacksonville,34.7323,-77.3962,108872
Broken Arrow,36.0365,-95.7808,108303
Burlington,44.4877,-73.2314,108277
West Covina,34.0555,-117.9113,107598
Turlock,37.5053,-120.8588,107208
Daly City,37.6863,-122.4684,107074
Eau Claire,44.8203,-91.4951,107068
Hillsboro,45.5271,-122.9358,106894
Sandy Springs,33.9366,-84.3703,106739
Sioux City,42.4959,-96.3901,106279
Chico,39.7574,-121.815,106268
Norwalk,33.9069,-118.0829,106084
Salisbury,38.3755,-75.5867,106034
Lewisville,33.0453,-96.9823,106021
Davie,26.079,-80.287,105149
League City,29.4874,-95.1087,104903
Burbank,34.1879,-118.3234,104834
San Mateo,37.5522,-122.3122,104748
El Cajon,32.8017,-116.9604,103894
Rialto,34.1128,-117.3885,103562
Bend,44.0562,-121.3087,103349
Charlottesville,38.0375,-78.4855,102016
La Crosse,43.8241,-91.2268,101886
Temple,31.1076,-97.3894,101876
Vista,33.1895,-117.2387,101568
Renton,47.4758,-122.1905,101379
Sparks,39.5729,-119.7157,100888
Holland,42.7677,-86.0984,100885
Vacaville,38.3592,-121.9686,100801
Logan,41.7402,-111.8419,100774
Allen,33.1088,-96.6735,100685
Longview,32.5192,-94.7622,100196
Meridian,43.6113,-116.3972,99926
San Angelo,31.4426,-100.4501,99890
Wichita Falls,33.9072,-98.5293,99617
Longmont,40.1691,-105.0996,99398
Manteca,37.7938,-121.227,98736
Boca Raton,26.3749,-80.1077,98150
Spokane Valley,47.6625,-117.2346,97847
Orem,40.2983,-111.6993,97839
Middletown,39.5032,-84.3659,97762
Compton,33.893,-118.2275,97612
Idaho Falls,43.4868,-112.0363,97548
Beaverton,45.4779,-122.8168,97514
Bismarck,46.814,-100.7695,97457
Lawrence,38.9597,-95.2641,97341
Prescott Valley,34.5982,-112.3178,97066
Federal Way,47.309,-122.3359,96690
San Marcos,33.1349,-117.1744,96198
Rio Rancho,35.2872,-106.6981,96159
Tracy,37.726,-121.444,95982
Brockton,42.0821,-71.0242,95672
South Gate,33.9447,-118.1926,95430
Hesperia,34.3974,-117.3144,94859
Roswell,34.0391,-84.3513,94786
Mandeville,30.375,-90.0906,94760
Vineland,39.4653,-74.9981,94734
Portsmouth,36.8468,-76.354,94572
Dearborn,42.3127,-83.2129,94491
Sunrise,26.1547,-80.2997,94323
Quincy,42.2516,-71.0183,94166
Livonia,42.3972,-83.3733,94105
Lynn,42.4779,-70.9663,94063
Plantation,26.126,-80.2617,93909
Slidell,30.2882,-89.7826,93882
Carson,33.8374,-118.2559,92735
Terre Haute,39.4654,-87.3763,92722
Blacksburg,37.23,-80.428,92573
Portsmouth,43.058,-70.7826,92513
Miami Beach,25.8171,-80.1396,92307
Santa Monica,34.0232,-118.4813,92306
Dover,43.1887,-70.8845,92234
Carmel,39.9658,-86.1461,92198
Hanford,36.326,-119.654,92066
Lafayette,39.9949,-105.0997,91985
Edmond,35.6689,-97.4159,91950
Fishers,39.9589,-85.967,91832
Westminster,33.7523,-117.9938,91564
Lawton,34.6171,-98.4204,91383
Florence,34.1785,-79.7857,91311
Livermore,37.6861,-121.7608,91030
Lees Summit,38.9172,-94.3816,90597
Menifee,33.6909,-117.1849,90595
San Leandro,37.7071,-122.1601,90553
Albany,31.5776,-84.1762,90515
Bowling Green,36.9721,-86.4367,90448
Edinburg,26.319,-98.1607,90280
Suffolk,36.6953,-76.6398,90237
Missoula,46.8685,-114.0094,90218
Chino,33.9836,-117.6653,89797
Auburn,32.6084,-85.4897,89577
Fall River,41.7136,-71.1015,89420
Norwalk,41.1144,-73.4215,89005
Decatur,39.8556,-88.9337,88997
Newton,42.3316,-71.2084,88994
Rapid City,44.0716,-103.2205,88979
Muncie,40.1989,-85.395,88688
Kirkland,47.6997,-122.2041,88630
Sugar Land,29.5965,-95.6293,88485
State College,40.7909,-77.8568,88285
Citrus Heights,38.6948,-121.288,87931
Hawthorne,33.9147,-118.3476,87854
Jackson,42.2431,-84.4038,87819
Waukegan,42.3697,-87.8716,87729
O'Fallon,38.7851,-90.7176,87597
Napa,38.2977,-122.3011,87032
Dalton,34.7689,-84.9711,86841
Whittier,33.9678,-118.0188,86838
Redwood City,37.5026,-122.2252,86685
Mount Pleasant,32.8533,-79.8269,86668
Clifton,40.8631,-74.1575,86607
Anderson,40.0874,-85.692,86481
Joplin,37.0766,-94.5016,86298
Newport Beach,33.6151,-117.8669,86160
Bloomington,44.8306,-93.3151,85866
Alhambra,34.084,-118.1355,85396
Hoover,33.3763,-86.8058,84920
Largo,27.9088,-82.7713,84754
Mission,26.204,-98.3251,84424
Conroe,30.322,-95.4807,84378
Johns Creek,34.0333,-84.2027,84350
Lake Forest,33.6607,-117.6712,84293
Bryan,30.6657,-96.3672,84021
Port Huron,42.9822,-82.4387,83841
Troy,42.5818,-83.1457,83813
Madera,36.964,-120.0803,83636
Springfield,39.9304,-83.7961,83286
Buena Park,33.8572,-118.0046,83015
Pleasanton,37.6664,-121.8805,83007
Cicero,41.8445,-87.7593,82552
Alexandria,31.2923,-92.4702,82131
Melbourne,28.1084,-80.6628,82011
Westland,42.3192,-83.3805,81747
Mountain View,37.4,-122.0796,81438
Somerville,42.3908,-71.1013,81360
Cranston,41.7658,-71.4858,81202
Farmington Hills,42.486,-83.3771,81050
Hattiesburg,31.3072,-89.3168,81036
Lakewood,33.8471,-118.1221,80967
Warwick,41.7062,-71.4334,80871
Williamsburg,37.2693,-76.7076,80855
Saint Joseph,39.7598,-94.821,80818
Auburn,47.3041,-122.211,80776
Brooklyn Park,45.1112,-93.3505,80581
Deerfield Beach,26.305,-80.1278,80571
Tustin,33.7309,-117.8106,80498
Alton,38.9033,-90.1523,80462
Chino Hills,33.9508,-117.7254,80374
Lawrence,42.7003,-71.1626,80162
Texarkana,33.4487,-94.0815,80145
New Rochelle,40.9305,-73.7836,79946
Fort Myers,26.6195,-81.8302,79943
Goodyear,33.2614,-112.3622,79858
Springdale,36.1898,-94.1573,79599
Pharr,26.1686,-98.1904,79487
Valdosta,30.8503,-83.2789,79294
Alameda,37.767,-122.2673,79177
Parma,41.3842,-81.7286,79167
New Braunfels,29.6995,-98.1153,79152
Kokomo,40.464,-86.1277,79099
Newark,40.0705,-82.425,79025
Cheyenne,41.1406,-104.7926,78728
Flagstaff,35.1872,-111.6195,78628
Plymouth,45.0224,-93.4615,78395
Franklin,35.9214,-86.8524,78321
Florence,34.83,-87.6658,78112
Milpitas,37.4338,-121.8921,78106
Folsom,38.6669,-121.1422,78038
Kankakee,41.102,-87.8643,78001
Lebanon,40.3412,-76.4228,77973
Perris,33.7899,-117.2233,77879
Bellflower,33.888,-118.1271,77772
Boynton Beach,26.5282,-80.0811,77702
Watsonville,36.9205,-121.7706,77700
Anderson,34.5212,-82.6479,77426
Elizabethtown,37.703,-85.8772,77317
Wheeling,40.0755,-80.6951,77206
Upland,34.1178,-117.6603,76999
Baytown,29.7607,-94.9628,76804
Battle Creek,42.2985,-85.2296,76803
Porterville,36.0644,-119.0337,76729
Loveland,40.4167,-105.0621,76701
Layton,41.0771,-111.9622,76691
Flower Mound,33.0344,-97.1147,76681
Hammond,41.617,-87.4908,76618
Lake Jackson,29.0516,-95.4522,76565
Davis,38.5552,-121.7365,76524
Zephyrhills,28.2407,-82.1797,76416
Baldwin Park,34.0829,-117.972,76402
Altoona,40.5082,-78.4007,76096
Gary,41.5906,-87.3472,76008
Wyoming,42.8909,-85.7066,75938
Saint Augustine,29.8979,-81.31,75932
San Ramon,37.7625,-121.9365,75931
Bethlehem,40.6266,-75.3679,75707
Cedar Park,30.5105,-97.8198,75704
Arlington Heights,42.0956,-87.9825,75634
Union City,37.603,-122.0187,75343
Bolingbrook,41.6903,-88.102,75201
Anniston,33.6713,-85.8136,75169
Oshkosh,44.0228,-88.5616,75154
Evanston,42.0463,-87.6942,74756
Camarillo,34.223,-119.0323,74682
Camden,39.9361,-75.1073,74532
Hilton Head Island,32.1896,-80.7499,74500
Missouri City,29.5635,-95.5377,74497
San Marcos,29.8734,-97.9382,74212
Rochester Hills,42.6645,-83.1563,74205
Schaumburg,42.0307,-88.0838,74184
Winchester,39.1735,-78.1746,74031
Harrisonburg,38.4362,-78.8735,74023
Wausau,44.9615,-89.6436,73933
Jonesboro,35.8212,-90.6795,73788
Jackson,35.6533,-88.8352,73685
Rancho Cordova,38.5739,-121.2521,73563
Southfield,42.4765,-83.2605,73208
Owensboro,37.7575,-87.1172,73173
Apple Valley,34.5329,-117.2102,73077
Pasco,46.2503,-119.1298,73013
Conway,35.0753,-92.4695,72894
Lodi,38.1218,-121.2932,72890
New Britain,41.6758,-72.7862,72710
Mansfield,40.7656,-82.5275,72635
Waukesha,43.0087,-88.2464,72489
Morgantown,39.638,-79.9468,72453
Pittsburg,38.019,-121.8969,72141
Sumter,33.9392,-80.393,72131
Pawtucket,41.8743,-71.3743,72001
Lauderhill,26.1605,-80.2241,71970
Cleveland,35.1817,-84.8707,71944
Dothan,31.2336,-85.4068,71620
Redlands,34.0512,-117.171,71554
Wenatchee,47.4338,-120.3285,71512
Passaic,40.8574,-74.1282,71247
Wilmington,39.7415,-75.5413,71106
Lynwood,33.924,-118.2017,71099
Maple Grove,45.1089,-93.4626,71066
Pocatello,42.8716,-112.4656,71020
South Jordan,40.5571,-111.9782,70954
Weston,26.1006,-80.4057,70944
Georgetown,30.6664,-97.6937,70685
Janesville,42.6855,-89.0136,70518
North Richland Hills,32.8605,-97.218,70441
Union City,40.7674,-74.0323,70387
Saint Charles,38.7958,-90.5159,70329
Sheboygan,43.7447,-87.7322,69920
Homestead,25.4664,-80.4472,69907
Bristol,36.5572,-82.2144,69865
Lima,40.7409,-84.1121,69798
Walnut Creek,37.9025,-122.0398,69773
Woodbury,44.9057,-92.923,69756
West Bend,43.4184,-88.1822,69577
Mount Vernon,48.4202,-122.3116,69528
Hammond,30.506,-90.456,69180
Daphne,30.6291,-87.8872,69065
Mansfield,32.569,-97.1211,68928
Decatur,34.573,-86.9905,68816
Delray Beach,26.455,-80.0905,68749
Gaithersburg,39.1347,-77.213,68710
Mount Vernon,40.9136,-73.8291,68703
Palatine,42.1181,-88.043,68644
Dubuque,42.5007,-90.7067,68573
Bossier City,32.523,-93.6666,68554
Buckeye,33.4318,-112.643,68453
Rockville,39.0834,-77.1553,68401
Broomfield,39.9541,-105.0527,68341
Victoria,28.8285,-96.985,68271
Yorba Linda,33.889,-117.7714,68229
Ames,42.0261,-93.6279,68156
Daytona Beach,29.1995,-81.0982,68055
Redondo Beach,33.8574,-118.3766,67908
Carbondale,37.722,-89.2238,67807
Hanover,39.8117,-76.9835,67679
Saratoga Springs,43.0674,-73.7775,67582
DeKalb,41.9312,-88.7483,67500
Casper,42.8421,-106.3208,67462
Kenner,30.0109,-90.2549,67451
South San Francisco,37.6536,-122.4197,67429
Sherman,33.6266,-96.6195,67354
Petaluma,38.2423,-122.6267,67316
Bayonne,40.6659,-74.1141,67186
Palo Alto,37.3913,-122.1467,67178
Weirton,40.406,-80.5671,67082
Bay City,43.5903,-83.8886,67059
Eagan,44.817,-93.1638,66627
Los Lunas,34.8114,-106.7808,66613
Corvallis,44.5697,-123.278,66441
Rogers,36.3173,-94.1514,66430
Lake Elsinore,33.6843,-117.3348,66411
Laguna Niguel,33.5275,-117.705,66334
Grand Forks,47.9223,-97.0887,66159
North Little Rock,34.7814,-92.2378,65911
Alpharetta,34.0704,-84.2739,65799
Tamarac,26.2058,-80.2547,65669
Schenectady,42.8025,-73.9276,65625
Great Falls,47.5022,-111.2995,65624
Longview,46.146,-122.963,65619
West Des Moines,41.5527,-93.7805,65608
Shawnee,39.0158,-94.8076,65513
East Orange,40.7651,-74.2117,65378
San Clemente,33.4498,-117.6103,65267
Michigan City,41.7098,-86.8705,65144
Jupiter,26.9199,-80.1127,64976
Wellington,26.6464,-80.2707,64848
Rocklin,38.8075,-121.2488,64838
Rocky Mount,35.9676,-77.8047,64732
Fairbanks,64.8353,-147.6533,64732
Elmira,42.0938,-76.8097,64664
Johnstown,40.3258,-78.9194,64615
Blaine,45.1696,-93.2077,64557
Sammamish,47.6019,-122.0419,64548
Eden Prairie,44.8488,-93.4595,64400
Redmond,47.6762,-122.1166,64291
Glens Falls,43.3109,-73.6459,64287
